file,id1,id2,number of masks,areas median,areas sd,eccentricity median,eccentricity sd,solidity median,solidity sd,perimeter median,perimeter sd,major_length median,major_length sd,minor_length median,minor_length sd,roundness median,roundness sd,R_median median,R_median sd,G_median median,G_median sd,B_median median,B_median sd,R_sd median,R_sd sd,G_sd median,G_sd sd,B_sd median,B_sd sd
OneDrive_5_23-03-2023/NGB103494_1_2_SD_seed_1.png,NGB103494,103494,166,8462.5,1459.373090899803,0.3630902807277421,0.12192800326440068,0.9872174432964314,0.025804939656706917,346.048773235279,29.29108349180774,108.99554874580602,9.626012619175174,99.0373024585612,9.480569386998067,0.8993712341346046,0.03980078242119178,227.5,13.103844264347854,184.0,12.017039542545701,140.0,15.341632627670114,227.5,13.103844264347854,184.0,12.017039542545701,140.0,15.341632627670114
OneDrive_5_23-03-2023/NGB105036_1_2_SD_seed_1.png,NGB105036,105036,102,13244.5,3355.7468333723536,0.39517611970413336,0.1256674595059635,0.987985457929053,0.030792480856885848,433.3746750430835,54.710991349083244,136.30445314862413,16.953046500024342,121.97172367414956,18.587872295234924,0.8930926589924408,0.054743484461014826,128.0,19.137144406624113,99.5,27.209335587235646,50.5,15.547168126546204,128.0,19.137144406624113,99.5,27.209335587235646,50.5,15.547168126546204
OneDrive_5_23-03-2023/NGB105360_1__2___SD_seed_1.png,NGB105360,105360,156,9125.0,1718.3578121193877,0.43706185957372645,0.1250994281024689,0.9864891266163804,0.006783624171379699,360.6553749530773,34.15472010313386,116.3973217946301,11.310834505747806,102.23830537755305,11.227143926044745,0.8908346320938207,0.022904500871910156,146.0,18.80152901828407,103.0,16.548248880446668,62.0,12.002321438834429,146.0,18.80152901828407,103.0,16.548248880446668,62.0,12.002321438834429
OneDrive_5_23-03-2023/NGB105805_1_2_SD_seed_1.png,NGB105805,105805,10,5080.0,577.5850500142815,0.3530518889187208,0.039477120035217306,0.9855699868516987,0.001369871383809271,264.2289680818844,15.181044701919486,82.97807938273033,4.824427144341568,78.03974609411146,4.498651785698534,0.9090633917014255,0.00573954884383915,211.5,3.7633097135367426,177.0,4.8166378315169185,134.5,8.576712656956628,211.5,3.7633097135367426,177.0,4.8166378315169185,134.5,8.576712656956628
OneDrive_5_23-03-2023/NGB103570_1_2_SD_seed_1.png,NGB103570,103570,141,9677.0,1249.8493902124271,0.539504110066665,0.1334849009684839,0.9834684965689332,0.01128918561646584,378.0904037956217,22.88439279326269,122.50021897501958,9.161108839837762,103.22423573441604,8.881296199279376,0.8695272958592657,0.030935632021096327,187.0,16.654726370231373,168.0,10.359820898055464,119.0,13.890997475872798,187.0,16.654726370231373,168.0,10.359820898055464,119.0,13.890997475872798
OneDrive_5_23-03-2023/NGB103625_1_ 2 _ SD_seed_1.png,NGB103625,103625,198,7352.5,1548.37573795911,0.474744575012104,0.16213575825003268,0.986903596046125,0.0406135408047777,324.3711037056153,30.32449040622615,104.51399931534388,10.774520828394555,90.49324607896507,11.6985398981546,0.8964997131877934,0.07048995538902743,199.0,12.02404233704492,166.0,12.078000628148423,116.0,12.933688686152262,199.0,12.02404233704492,166.0,12.078000628148423,116.0,12.933688686152262
OneDrive_5_23-03-2023/NGB103017_1_2_SD_seed_1.png,NGB103017,103017,103,11978.0,1840.2136739322455,0.4625121462133698,0.09608455065594203,0.9893570234849152,0.002738822286722647,412.8183258569795,31.374791780489424,132.04518400909114,10.854254589809315,116.02602637733597,9.364600928785928,0.8974331069164901,0.017083572659684236,178.0,14.898399114120773,153.0,9.624106864239458,96.0,13.030768348182349,178.0,14.898399114120773,153.0,9.624106864239458,96.0,13.030768348182349
OneDrive_5_23-03-2023/NGB105105_1_6_SSD_seed_1.png,NGB105105,105105,2,2990.5,287.5,0.9273257421330423,0.03931653607062863,0.9720182888993935,0.001334249811445587,251.54267658086917,30.547727214752513,107.86381198557049,20.691134996221955,36.50552293390657,3.5787119677054733,0.6065738165124144,0.08891670071932145,143.0,10.0,105.5,14.5,80.5,10.5,143.0,10.0,105.5,14.5,80.5,10.5
OneDrive_5_23-03-2023/NGB103824_1_2_SD_seed_1.png,NGB103824,103824,198,7317.5,1715.6255387497251,0.3707624960656705,0.13585286698112248,0.9867438928006781,0.028973679990242803,320.3919189857867,37.258818398406426,100.43500885137027,12.236664176266615,92.70747922506933,11.872092310234848,0.9012002060328539,0.05121715659012829,200.0,15.995612888234001,163.0,16.519297196902905,111.5,18.79167782270404,200.0,15.995612888234001,163.0,16.519297196902905,111.5,18.79167782270404
OneDrive_5_23-03-2023/NGB105255_1_2_SD_seed_1.png,NGB105255,105255,151,9369.0,2354.692124817026,0.3707608815455584,0.13719894927408458,0.9879281881964507,0.024262116696301315,365.60512242138304,43.52947533016254,115.78188782333876,13.470468889797429,104.65375886123901,14.55790755184657,0.8995555295519296,0.044184599960759956,198.0,11.590157023784109,158.0,11.962160564974042,108.0,13.220925079671328,198.0,11.590157023784109,158.0,11.962160564974042,108.0,13.220925079671328
OneDrive_5_23-03-2023/NGB105105_1_18_SSD_seed_1.png,NGB105105,105105,63,8597.0,2371.8415916016183,0.3575336634548287,0.12874209629909364,0.9882083985080015,0.015080347972742771,345.1198410471445,53.844382719200894,107.89887853846172,18.087636397662074,99.94560842948749,14.284938078636303,0.9022929872782492,0.0499147357465976,147.0,18.269089665010917,101.0,17.884867366732795,55.0,9.756780175100573,147.0,18.269089665010917,101.0,17.884867366732795,55.0,9.756780175100573
OneDrive_5_23-03-2023/NGB105909_1_3_SD_seed_1.png,NGB105909,105909,45,7369.0,1615.6564030880782,0.32286754558495306,0.08998731317422808,0.9871310672821374,0.0014698838981961867,319.8061325481597,35.564255631648344,97.66062781855807,11.389769857370334,94.6353716263871,10.13635317124809,0.9078061921321201,0.006183912906500401,195.0,8.357269327793855,156.0,9.578422252099047,108.0,11.755660575040244,195.0,8.357269327793855,156.0,9.578422252099047,108.0,11.755660575040244
OneDrive_5_23-03-2023/NGB105931_1_2_SD_seed_1.png,NGB105931,105931,137,9624.0,2147.780506191416,0.4456112653548135,0.11628107484082108,0.988333623541703,0.0037478937080041483,366.7766952966369,41.91899857759589,117.93161676602982,14.741182400324446,104.62019537382277,11.694534336871323,0.8983270069072479,0.01138321675870494,153.0,13.44687611589993,147.0,10.840268835190475,99.0,13.499099647735148,153.0,13.44687611589993,147.0,10.840268835190475,99.0,13.499099647735148
OneDrive_5_23-03-2023/NGB103089_1_2_SD_seed_1.png,NGB103089,103089,129,10391.0,1461.6056758282944,0.5380969449137049,0.12583819135863203,0.9823529411764705,0.01884707274372589,391.56349186104046,28.492594740526773,126.01139325674639,10.173188539317678,106.63657889289678,9.424663245271047,0.8615525269795546,0.039632112517667746,219.0,10.738216626438822,178.0,11.71393499471946,124.0,14.109200086173932,219.0,10.738216626438822,178.0,11.71393499471946,124.0,14.109200086173932
OneDrive_5_23-03-2023/NGB105452_1__2___SD_seed_1.png,NGB105452,105452,118,10735.5,3597.279316536814,0.5729496357873032,0.13580789422432432,0.9800696163651339,0.026794567832440924,401.8772003600252,60.100139076651004,130.266747580633,21.557992090687286,106.7867309536275,17.481032125680862,0.8511712106906277,0.05117313280054279,181.5,25.39649388699885,144.5,21.775065465174613,104.5,21.12835427118167,181.5,25.39649388699885,144.5,21.775065465174613,104.5,21.12835427118167
OneDrive_5_23-03-2023/NGB105102_1_2_SD_seed_1.png,NGB105102,105102,155,8673.0,1373.3007916965992,0.3881786797372463,0.11527314540248644,0.9875822674779585,0.014647161145625389,347.7056274847714,27.000763662121372,110.00815090454613,8.755969595456783,100.25975475031679,8.87000794867137,0.9000679280614806,0.02775261675471706,196.0,8.166650031483691,157.0,10.646889400298344,112.0,14.299482246144592,196.0,8.166650031483691,157.0,10.646889400298344,112.0,14.299482246144592
OneDrive_5_23-03-2023/NGB102989_1_2_SD_seed_1.png,NGB102989,102989,155,9251.0,1534.1869109978784,0.38901554824478873,0.11495189353443282,0.9882352941176471,0.01229915807727993,359.4629867976521,29.781680452481265,114.49692836725524,9.714733533645449,103.32051495430105,9.6160372892663,0.90086427736334,0.023297727497574108,167.0,12.484751990250526,158.0,11.561236318998297,115.0,12.949764460551663,167.0,12.484751990250526,158.0,11.561236318998297,115.0,12.949764460551663
OneDrive_5_23-03-2023/NGB103422_1_2_SD_seed_1.png,NGB103422,103422,152,8530.0,1300.1428223670782,0.41513550350785183,0.12216687055526669,0.9870787680423798,0.023214234132793034,346.46298679765215,27.55313051574221,109.13854266615705,9.280598880449228,99.74269537743055,8.26786362666412,0.8952453185877696,0.04016328120389576,162.5,11.332452159744976,147.5,10.435429489261391,109.0,14.720202880255169,162.5,11.332452159744976,147.5,10.435429489261391,109.0,14.720202880255169
